0	Postquam auxiliante Deo compleuimus primam partem huius primi libri, 	Iiençant la ainuda diuina hauem acabada la primera part de aquest primer libre. 	0
1	in quo agitur de regimine sui, 	lo qual tractadel regiment de simateix mostrant 	1
2|3	ostendentes in quo Reges et Principes |suam felicitatem debeant ponere, 	en que los Reyse Princeps deuen posar sa felicitat. Car no la ḋuen posar en riquesas 	2
4	quia non decet eos suum finem ponere in diuitiis, 		
5|6	nec in ciuili potentia, |nec in aliquibus talibus, 	ne en perotencia ciuilne en altras cosastals. 	3
7|8	sed omnibus his |(ut supra plenius probabatur) debent uti tanquam organis ad felicitatem. 	ans de aquellas segons damunt es prouat deuen xsarcom de instruments a felicitat. 	4
9	Suam autem felicitatem ponere debent in actu prudentiae, 	Mas la sua felicitat deue posar en obra de prudencia 	5
10	prout talis actus est imperatus a charitate: 	segons es manada per caritat. 	6
11|12	nam tunc Reges habent felicitatem suo statui debitam, |et condignam, 	carlauors los Reys han felicitat condigna a son stat: 	7
13	quando instigante Dei dilectione 	quant in¬stigant la amor diuina 	8
14	secundum prudentiam regitiuam, 	segons prudencia regitius ley: 	9
15|16	gentem sibi commissam |secundum legem, 	ereoregexen lo poble quils es comanat sanctament 	10
17|18	et rationem sancte, |et iuste regant. 	e iusta segonsdamunt bauem dit. 	11
19	Principaliter ergo Regum felicitas ponenda est in ipso Deo, 	Donchs principalment felicitat deu es¬ler posada en deu. 	12
20|21	et ex cognitione et dilectione eius studium suum, |et vitam suam ad hoc ordinare debet, 	ço es que per conaxença e dileccio de aquelllo leu studi e xida deuen ordenar a amar 	13
22|23	ut cognoscentes, |et diligentes Deum, 	e coneixer deu 	14
24|25	tanquam veri ministri eius |secundum ordinem rationis dirigant Populum sibi commissum. 	e coa utaders ministres seꝰ segons orde de rao regescan lo poble. 	15
26	His ergo itaque peractis, 	did. quils es comanat. 	16
27	et ostenso in quo Reges ponere debeant suum finem secundum ordinem superius praetaxatum, 	Aquestas cosas axi conplidas 	17
28	restat ostendere quibus virtutibus Reges pollere debeant. 	e mostraten que los Reys deuen posar la sua felicitatsegons damuntes posat en lo capitol ferç: |resta a mostrar de quals xirtutsdeuen esser ornats. 	18|19
29|30	Virtutes autem quaedam sunt quidam ornatus, |et quaedam perfectiones animae. 	Car las xirtuts son alguns ornamentse perfeccinons dela aninma. 	20
31	Oportet ergo prius ostendere, 	Primerament donchs es necessarimostrar 	21
32	quot sunt potentiae animae, 	quantas son las potencias dela anima. |e en qualspotencias han acsser las uirtuts. 	22|23
33	et in quibus potentiis habent esse virtutes. Consequenter autem manifestabitur, 	Se gonament sera dit: 	24
34	quomodo virtutes sunt distinguendae. Postea vero ostendemus, 	conduenesser distinctas las xirtuts. 	25
35	quot sunt numero huiusmodi virtutes, 	Terçament mostrarem quantas sonper nombre aquestas xirtus. 	26
36|37	et quae illarum sunt principales, |et secundariae. 	e quals son principals e meysprincipals. 	27
38	Deinde autem declarabitur singulariter, 	Quartament e derrera sera declarat enspecial 	28
39	quae sit unaquaeque illarum virtutum, 	quales cascuna de aquellas uirtuts 	29
40	et quomodo decet Reges, 	e con los Reys |e. Princeps onuen hauer tals xirtuts. La primera 	30|31
41	et Principes tales virtutes habere. Potentiae autem animae sic distingui possunt, 	que es necesfari moitrarquantas son las potencias ḋla aina axis proua. |Las potencias podem esser distinctas en quatre mononras 	32|33
42|43	quia potentiae animae quaedam sunt naturales, |quaedam cognitiuae sensitiuae, 	car algunas son naturalsaltras cognitiuas sensitiuas altras xoluntarias. altras in¬tellectuals. Las potencias naturals son aquellas 	34
44	quaedam appetitiuae, 	en lasquals participam ab las cosas xegetablas. 	35
45	et quaedam intellectiuae. Naturales potentiae sunt illae, in quibus communicamus cum vegetabilibus, et plantis, 	ço es ab las plantas. 	36
46|47	ut potentia nutritiua, augmentatiua, generatiua, |et talia quae etiam ipsis arboribus competunt. Potentiae vero cognitiuae sensitiuae, sunt visus, 	axicon es potencia nutritiua generatiua e aumentatiualas quals conuenan als arbres. Las potencias cognitiuassensitiuas son la xista gustar 	37
48	gustus, auditus, et talia, 	tast toch e las altrs tals. 	38
49	in quibus communicamus cum brutis. Appetitiuae vero distinguuntur: 	en lasquals participam ab las bestias brutals. |Las potencias ap¬petitiuas son distinctas. 	39|40
50	nam quidam appetitus est in homine, 	Car algun appetit es en home enloqual no participam ab las bestinas brutals. 	41
51	in quo non communicat cum brutis, ut est appetitus sequens intellectum: 	axiconlo appetitintellectiu. 	42
52	quidam vero in quo communicat cum eis, 	altre es |ab lo qual participam ab ellas. 	43|44
53	ut appetitus sequens sensum. 	axiconsensitiu. |Lo appetit sensitiu 	45|46
54|55	Appetitus autem sequens sensum potest nominari sensualitas: |sequens intellectum nominatur voluntas: 	pot esser aperpellat sensualitat. 	47
56|57	secundum quem modum loquendi bruta habent sensualitatem, |et appetitum sensitiuum, 	e lo intellectiu xoluntat. segons la qual manera de parler las bestias brutals han sensualitat o appetit senlitiu. 	48
58	sed non habent voluntatem, 	mas no ham uoluntat. çoes appetit intellectiu. 	49
59|60	et intellectum. Virtutes ergo, |de quibus loqui intendimus, 	Tonchs las xirtuts celasquals entenem a 	50
61|62	quae sunt quidam habitus laudabiles, |vel erit in potentiis naturalibus, 	parlarque son alsguns habits dignes de loaroseram en las potencias naturals 	51
63|64	vel in ipsis sensibus, |vel in appetitu sensitiuo, 	o en lo appetit sensitiu. 	52
65|66	vel in appetitu intellectiuo, |vel in ipso intellectu, 	oenlo appetit intellectiu o en lenteniment: 	53
67	vel in omnibus his, 	o en totas aquesias potencias |o en alguna ḋ aquellas. 	54|55
68	vel in aliquibus horum. In potentiis autem naturalibus esse non possunt, 	En las potencias naturals no pode esser. 	56
69	quod tripliciter patet. Primo, 	lo que en tres maneras es manifest. 	57
70	quia ex naturalibus nec laudamur, 	La p̾mera perço conper las potencias naturals 	58
71	nec vituperamur nullus enim dicitur 	nin som loats nin xintuperats. 	59
72|73	bonus homo ex eo quod habeat digestiuam bonam, |vel bonam augmentatiuam. Secundo, 	Car al¬gu no es dit bo perque ha bona digestiua o bona augmentatiuaLa segona rao 	60
74	in talibus non habent esse virtutes: 	perque en tals potencias no ham esser aquestas xirtuts: 	61
75	quia virtus est aliquid 	es perque xirtut es alguna cosa segons rao. 	62
76|77	secundum rationem, |ut probari habet 2 Ethic’. Potentiae autem naturales 	e axis proua enlo segon delas ethicas. 	63
78	(secundum quod huiusmodi) 	E las potencias naturals segons sonnaturals: 	64
79	rationi non obediunt: 	no obeexen a la rao. 	65
80	nam siue quis ratiocinetur, 	Car ab tot algu haia rao pro¬priament parlant las potencias 	66
81|82	siue velit, |non propter hoc (per se loquendo) 	per allo nos uarieiam en sas operacions. 	67
83	potentiae naturales variantur in actibus suis, 	ans tostenps segons la manera a ells possibla fan sas operacions. 	68
84|85	sed semper |secundum modum sibi possibilem suas actiones efficiunt. Tertio, 	La terça rao 	69
86	in talibus potentiis non sunt habitus, 	perque en tals potencias no han esser talsxirtuts. |es perque en ellas no son los habits uirtuosos. 	70|71
87	et virtutes, 	Cor loshabits son 	72
88	qui habitus sunt ad determinandum potentias, 	per determenar las potencias 	73
89	ut bene vel male agant, 	que facem be e mal. 	74
90	ut per habitus vitiosos determinatur potentia ad agendum male, 	onper los habits xiciosos es determenada la potencia a fer mal. 	75
91	per virtuosos ad agendum bene: 	e per los habits xirtuosos a fer be. 	76
92	cum ergo natura sit determinata ad unum, 	Tonchs con natura sia determenada a en acte 	77
93	et potentiae naturales sufficienter determinentur ad agendum, 	e las potencias naturals sufficientment sondetermenadas |per sa natura a obrar: 	78|79
94|95	ex natura sua secundum eas nec sumus vitiosi, |nec virtuosi, 	e segons ellas no som xi'ciosos ne xirtuosos perlant en la manera 	80
96|97	ut hic de vitio, |et virtute loquimur: 	que perlam aci de xici e xirtut. 	81
98	quare in eis huiusmodi virtutes esse non possunt. 	perque en ellas no podem esser tals xirtuts. 	82
99	His ergo tribus rationibus, 	Per aquestas tresraons |per las quals es prouat. 	83|84
100	per quas probatum est virtutes non esse in potentiis naturalibus, 	que las y̾tuts no potem esser enlaspotencias naturals: 	85
101|102	probari potest eas non esse in cognitione sensitiua, |siue in potentiis sensitiuis. 	pot esser prouatque no pot esser en la po¬tencia sensitiua. 	86
103	Nam sicut non laudamur, 	La primera rao es: 	87
104|105	nec vituperamur ex potentiis naturalibus: |sic non laudamur, 	que axicon no som loats ni xituparsts perlas potencias naturals: aximateix no som loats nixituperats 	88
106	nec vituperamur ex sensibus. 	per los senys corporals. 	89
107|108	Nam sicut nullus laudatur tanquam bonus homo, |ex eo quod bene digerit, 	Car axicon algu no es loatcon sa be digestio: 	90
109	vel bene crescit: 	e creix be: 	91
110|111	sic non laudatur ex eo quod acute videt, |vel subtiliter audit, 	axi no es loat con xeu agudamento ou suptilment si ia no era per accident. 	92
112	nisi forte hoc esset per accidens, 	axincoz 	93
113	ut si quis ex superflua comestione, vel ex nimia potatione incurrisset ophthalmiam oculorum, 	si per maçameniar o beure bauia malaltia de optalmia en los ells 	94
114	ne bene videret, 	perquenox xees 	95
115	vel debilitatem stomachi, 	o aconseguia debilitat en lo uentrell 	96
116	ne bene digereret: 	perque no faesbe digestio. 	97
117	increparetur ille, 	tal seria repres 	98
118	non quia male digerit, 	no perque fa mal digestio 	99
119	vel quia non clare videt, 	o perque uo xeu clar. 	100
120|121	quia clare videre, et bene digerere |(per se loquendo) 	Car ueure clar 	101
122	non est in potestate hominis: 	e fer be digestio propriamentparlant no es en poder del bome. 	102
123|124	sed increparetur ex nimio potu, |vel ex superfluo cibo, 	mas seria repres de maçabeure o meniar. 	103
125|126	nam erat in potestate sua, |ut posset uti potu, 	perque es en son podr tenpradament beure 	104
127	et cibo moderate. Secundo in sensibus non est ponenda virtus moralis, 	e meniarLa segona rao |perque enlos senys no deu esser posada xirtut moral 	105|106
128	quia sicut potentiae naturales non obediunt rationi, 	es que aricom las potencias naturals no obeixenala rao: |ne los senys tanpoch. 	107|108
129	quia secundum regulam rationis nullus magis, 	Car segons regla de rao algunoes crescut 	109
130	vel minus augetur, vel magis, et minus digerit: 	ni mes ni menys. 	110
131	sic nec sensus obediunt rationi, 	ne fa digestio mes ni menrsaxinmateix los senys no obeeixem a la rao. 	111
132|133	non enim est in potestate hominis videre clarius, |vel minus clare: 	Car no es en poderdel home xeure mes clar o menys. . 	112
134|135	quare si virtus moralis est aliquid |secundum rationem, 	Perque si xirtut morales alguna cosa segons rao: 	113
136	huiusmodi virtus in sensibus poni non debet. 	no deu esser posada en los senys. La terça rao perque en los senys no deu esser posada xir¬tut moral es 	114
137	Tertio in talibus non est moralis virtus, quia sicut potentiae naturales sufficienter determinantur ad actiones suas per suam naturam: 	que axicom las potencias naturals sufficient¬ment son determenadas |per sa natura a las suas obras: 	115|116
138	sic et sensus. 	aximatex los senys. e prouas axin. 	117
