0	Ostenso, 	STENSO 	0
1	quod nec in potentiis naturalibus, 	quod nec in potentus naturalibus 	1
2	nec in sensibus habent esse virtutes: 	nec in sensibus habent esse uirtutes. 	2
3	restat ostendere, 	Restat ostendere 	3
4	quomodo distinguuntur virtutes, 	quomodo distinguuntur uirtutes: 	4
5	et quomodo in appetitu et intellectu existunt. 	et quomodo in appetituet |in intellectu existunt. 	5|6
6	Distinguendum est igitur de virtutibus, 	Distinguendum est igit de uirturibus 	7
7	et de huiusmodi potentiis: 	et de hmodi potentiis: 	8
8	nam virtutum quaedam sunt intellectuales, 	nam uirtutum quaedam sunt intellectuales: 	9
9	quaedam morales, 	quaedam motales: 	10
10	quaedam mediae inter intellectuales et morales. 	quadam mediae inter intellectuales et motales. 	11
11	Virtutes intellectuales dicuntur illae 	Uictutes intellectuales dicuntur illae 	12
12	quae sunt in intellectu speculatiuo, 	quae sunt in intellectu speculatiuo 	13
13	cuiusmodi sunt scientiae speculatiuae, 		
14	ut naturalis Philosophia, Geometria, Metaphysica, et caetera talia. 	cuiusmodi sunt lcientiae speculatiuaeiut naturalis philosophia geometeia: |methaphisica et catera talia. 	14|15
15	Virtutes vero simpliciter morales sunt illae, 	Uirtutes uero simpliciter morales sunt 	16
16	quae sunt in appetitu, 	illaeque sunt in appetitu 	17
17	siue appetitus ille sit sensitiuus, 	siue appetitus ille sit sensitiuus : 	18
18	siue intellectiuus, 	siue intellectiuus: 	19
19	cuiusmodi sunt Iustitia, Temperantia, Fortitudo, Mansuetudo, 	cuiusmodi autem sunt iustitia temperantia: |fortitudo: mansuetudo. et catera talia 	20|21
20	et caetera talia, 		
21	de quibus sumus singulariter tractaturi. 	de quibus sumus singulariter tractaturi. 	22
22	Virtutes autem mediae inter intellectuales et morales, 	Uirtutes autem media |inter intellectuales et morales sunt 	23|24
23	sunt virtutes existentes in intellectu practico, 	uictut es existentes in intellectu practico 	25
24	ut Prudentia, et aliae virtutes sibi annexae. 	ut prudentia et alia uirtutes sibi annexa. 	26
25	Prudentia autem, 	Prudentia autem secundum commentatorem 	27
26	secundum Commentatorem super libris Ethicorum, 	super libris ethicorom media est 	28
27	media est inter virtutes morales, et intellectuales; 	inter uirtutes morales et intellectuales : 	29
28	computari tamen potest cum virtutibus moralibus: 	conputari tamem potest |cum uirtutibus moralibus : 	30|31
29	nam Prudentia non est nisi in hominibus bonis, 	nam prudentia non est nisi in honoribus bonis: 	32
30	sicut nec virtutes morales: 	sicut nec uirtutes morales: 	33
31	praui enim homines 	praui. n. homines 	34
32	et si possunt esse scientes, astuti, et versipelles; 	et si possunt esse scientes astuti et uersipelles. 	35
33	prudentes tamen esse non possunt, 	Prudentes tamen esse non possant 	36
34	ut suo loco patebit. 	ut suo loco patebit. 	37
35	Inde est ergo quod dicitur 6 Ethic’ 	Inde est ergo quod dicitur . 7. ethicorum 	38
36|37	quod impossibile est prudentem |esse non existentem bonum. 	quod impossibile est prudentemesse non exnontem bonum. 	39
38	Dimissis ergo virtutibus huiusmodi intellectualibus, 	Dimissis ergo uirtutibus huiusmodi intellectua libus: 	40
39	ut dimissis scientiis speculatiuis, de prudentia, et de virtutibus moralibus est tractandum. 	ut dimissis sententiis speculatiuis: |de prudentia et de uirtutibus moralibus est tractandum. 	41|42
40	Suscepimus enim 	Suscepimus. n. 	43
41	(ut pluries diximus) 		
42|43	praesens opus, |non ut sciamus, 	ut pluries diximus praesens opus non ut sciamus: 	44
44	sed ut boni fiamus: 	sed ut boni fianus 	45
45	quae bonitas, sine prudentia et virtutibus moralibus, 	qua bonitas sine prudentia 	46
46	nobis in esse non potest. 	et uirtutibus moralibus nobis inesse non potest. 	47
47	Has autem virtutes, in intellectu, et appetitu sic esse contingit. 	Has autem uirtutes in intellectu et appetitu sic esse contingit. 	48
48	Dictum est enim, 	Dictum est. n. 	49
49	virtutem esse aliquid secundum rationem: 	uirtutem esse aliquid em rationem: 	50
50	oportet ergo esse rationalem potentiam, 	oportet ergo esse rationalem potentiam 	51
51	in qua potest esse virtus. 	in qua potest esse uirtus. 	52
52	Rationale autem duplex est secundum Philosophum, 	rationale autem duplex est 	53
53	per essentiam, et per participationem. 	secundum philosophum per essentiua et per participationem. 	54
54	Intellectus autem est rationalis per essentiam. 	Intellectus autem est rationalis per essentiam. 	55
55	Appetitus vero per participationem. 	Appetitus uero per participationem: 	56
56	Nam appetitus licet 	nam appetitus licet 	57
57	non sit ipse intellectus, 	non sit ipse intellectus 	58
58	vel ipsa ratio essentialiter, 	uel ipsa tatio essentialiter. 	59
59	dicitur tamen participare rationem, 	dicitur tamen participare rationem: 	60
60	quia est aptus natus rationi obedire. 	quia est aptus natus rationi obedire. 	61
61	Potentiae autem naturales, et sensus, 	Potentia autem naturales et sensuo: 	62
62	nec sunt rationales per essentiam, 	nec sunt tionales per essentiam 	63
63|64	quia non sunt ipsa ratio: |nec ratione participant, 	quia non sunt ipla ratiornec ratione participant: 	64
65	quia per se, 	quia per se et secum 	65
