0	avoir trové	auoir troue fait elle	0
1	Si li conte tote s aventure issi com vos avés oi dire ça arrieres	si li conte toute sauenture|si com li contes la retrait cha en arriere	1|2
2|3	tant qu il conoist bien|que c est il qu ele quiert a	Tant que il connoist bien quele le quiert	3
4	Mais por le coros de la mort al seneschal ne se volt fere conoistre ains li respont Certes damoisele chevalier	Mais pour le courous quil a del senescal|ne se volt il faire aconnoistre	4|5
		Ains li respont	6
		Certes damoisele le cheualier	7
5	qui porte escu blanc ne conois je nul	qui porte blanches armes ne connois iou mie	8
6	— En non Dieu sire fet ele ce poise moi chierement	Enon dieu sire fait elle che poise moi moult durement	9
7	Et il n en tient plus a li parole ains part		
8	si tost com il l ot commandee a Dieu a	ors le commande a dieu|& puis sen part de li	10|11
9	et chevalche en tel maniere jusqu a tierce tant qu il vint a l issue de la forest;	& cheuauche en tel maniere iusques a tierce|Tant que il vint a lissue de la forest	12|13
10|11	et il torne a destre vers un chemin viés|et ancien;	et torne a destre en vn petit chemin viez	14
12	si ne demora gueres qu il vint a une eve P lee	Si ne demora gaires quil vint en vne moult grant ualee ou il couroit vne aigue grant|et roide	15|16
13	et parfonde	et parfunde	17
14	mais il n i trueve pont ne gué ne passage nul	mais il ni troeue ne pont ne passage	18
15	Et il regarde d autre part de l eve	Et il regarde de lautre part de laigue	19
16	si voit I	si y uoit|j	20|21
17	petit chastel molt bien seant clos de mur bateillié tot entor a la roonde	castel moult bien seant|clos de mur bateillie tout entor a la reonde	22|23
18	ll regarde grant piece le chastel	Il regarde le chastel grant piece	24
19	dont la façons li plest molt a regarder	dont la fachons li plaisoit moult a regarder	25
20|21	puis s en torne contreval la riviere|por savoir s il i peust trover ne pont ne gué	puis sen torne contremont la riuiere pour sauoir se il troueroit ne pont ne gue	26
22	mais il n en trueve point	mais il ni trueue nul passage	27
23	et quant il voit qu il n i passera	Et quant il voit chou	28
24	si ne set	si ne set	29
25	que fere	que faire	30
26	que retorner ne voldroit il mie	quar retorner ne volroit il en nulle maniere	31
27|28	|qui ert tote nue en sa chemise	Lors uoit issir del castel vne damoisele toute nue en sa chemise	32
29	si le menoient troi vilain molt vilainement a	si le menoient|iiij	33|34
		ribaut moult felenessement	35
30	et tenoit chescuns une hache en sa main;	et tenoit Cascuns en sa main|i	36|37
		coutel trenchant	38
31	et ele crioit quanque ele pooit crier	Et elle crioit quamque elle pooit	39
32	por els	por chiaus	40
33	qui li faisoient tel honte	qui li faisoient tel laidure	41
34	et tel laidure qu il la venoient batant tot contreval la riviere	quar il lenmenoient tot contreual la riuiere batant	42
35	Et quant la damoisele vit le chevalier de l autre part de ! l eve	Et quant elle vit le cheualier de lautre part de laigue	43
36	si commence a crier Ha gentilz chevaliers secorés ceste damoisele	si li commenche a crier|Ha : gentils homs	44|45
		quar secoures ceste damoisele	46
37	que cist ribaut vuelent ocirre	que cist ribaut voelent ochirre	47
38	Ha frans hom ne m i laissiés morir se vos onques eustes pitié de nule gentil damoisele	Pour dieu ne mi laissies ore mie morir|se vous eustes onques pitie de nulle damoisele ne de nulle gentil dame	48|49
39	Quant Boors ot ce qu ele li prie	Quant bohors oy|que la damoisele li prioit	50|51
40	si pitousement qu'il la secore	si piteusement de li secorre	52
41	si ne set	si One sot	53
42	que fere	que faire	54
43	kar volentiers li aidast s il peust;	quar volentiers li alast aidier sil peust estre	55
44	mais il voit l eve noire	mais il voit laigue parfonde	56
45	et parfonde	& perillouse	57
		et noire	58
46	et si perilluse qu il cuide bien noier s il se met dedens;	si quide bien morir se il|si met	59|60
47	et d'autre part il voit cele	Et dautre part voit il cels	61
48	qui si durement crie merci;	qui si piteusement li crie merci	62
49	si l'em prent tels pitiés qu il en laisse totes poors	si len prent tele pitsiles quil en laisse toute paour	63
50	et fet le signe de la crois en mi son vis	et met le signe de la vraie crois en mi son front	64
		& en mi son pis	65
51	puis enbrace l escu	puis enbrace son escu	66
52	et broche le cheval des esperons	et fiert le cheual des esperons	67
53	et se fiert en l eve	et se lance en laigue	68
54|55	Et li chevals fu fors|si commence a noer	Et li cheuaus commence a noier:	69
56	si tost com il ot terre perdue	si tost quil a terre perdue	70
57|58	si l enporte d autre part de la rive a quelque paine|mais ançois ot beu de l eve li uns	si lenporte de lautre part a grant paine mes aincois ot beu de laigue li vns	71
59	et li autre	& li autres	72
60	et se li chevals ne fust	Et se li cheuaus ne fust	73
61|62	si buens noié fuissent ambedui|kar li chevaliers estoit pesans	si boins noie fussent ambedui Car li cheualiers estoit pesans pour lez armes quil auoit uestues	74
63	por les armes qu il avoit vestues	si en fu moult en peril|uant bohors ot passe laigue pour la damfolisele secorre ainsi	75|76
64	Quant il fu de l autre part de l eve	que vous poes oir	77
65	si ne descendi pas ains cort vers cels	si ne descendi mie ains cort sus a chiaus	78
66	qui la damoisele tenoient	qui la damoisele tenoient	79
67	et fiert		
68	si le premier qu il aconsieut qu il li met le glaive par mi le cors	si fiert le premier quil encontre|si durement quil li met le glaiue parmi le cors	80|81
69	si l abat a terre	si labat a la terre	82
70|71	et li autre s enfuient erraument|por ce	Et li autre senfuient pour chou	83
72	que desarmé estoient	que desarme estoient	84
73	Et la damoisele	Et la damoisele	85
74	qui delivree se voit se met a genols devant Boort	qui deliure se uoit|se met maintenant a genouls deuant bohort	86|87
75	et dist Ha gentils chevaliers de Dieu soiés vos beneois	et dist|ha: gentiex cheualiers de dies oess vous beneois	88|89
76	quant vos m avés de mort rescosse	quar vous maues de mort rescousse	90
77	et aorés en soit Diex	Et aoures en soit diex	91
78	quant il ceste part vos amena	quant il ceste part vous amena	92
79|80	kar cist gloton m euissent ja morte|— Damoisele fet il	Car cist glouton meussent morte se vous ne fuissies	93
81|82	por quoi|? — Sire fet ele jel vos dirai bien	Damoisele ce dist bohors pourcoi vous voloient il mal faire Sire fait elle iou le vous dirai bien	94
83|84	mais que vos m aiés mise a sauveté|— Coment	mais que vous maies mise a sauuete Comment fait il aues vous encore paour	95
85|86	? fet il|Avés vos	Sire fait elle ia asseuree ne serai	96
87|88	dont garde|? — Certes fet ele ja asseur ne seraî fant com je sache laiens le seignor del chastel	tant que iou y sache le seignor del chastel :	97
89	kar c est li plus fel chevaliers del monde	quar cest li plus fel cheualiers del monde	98
90	et li plus traîtres	et li plus desloiaus	99
91	A ces paroles voient issir I	|j	100|101
92	chevalier del chastel	cheualier issir du castel	102
93	et la ou il vit Boort	Et la ou il voit bohors	103
94	si li escrie Laissiés dans chevaliers la damoisele	si li escrie dans cheualiers laissies ester la damoisele	104
95	que vos n enmenrois mie! Par mon chief mar le rescosistes	quar vous ne lenmenrois pas|et par mon chief mar le rescousistes	105|106
96	Si li cort quanqu il puet le glaive alongié;	quar vous le comperres se iou|puis moult chier	107|108
		Et quant bohors lentent	109
97|98	et Boors retrait son glaîve a lui del cors a celui qu il avoit ocis;|si laisse le cheval corre	si point vers lui quanque il pot del cheual traire le glaiue alongie quil auoit trait del cors a celui quil auoit ochis	110
99	et le fiert	Si fiert celui	111
100	si tres durement qu il l abat a terre	si durement quil labat a terre	112
101	si estordi qu il n a pooir de relever ains gist pasmés	si estordi quil not pooir de lui releuer|Ains iut illueques tous pasmes	113|114
102	kar il chai	quar il cai	115
103	si felenessement qu a poi	si felenessement|que a poi	116|117
104	que la canole del col n'avoit brisee	que la canoele del col ne li est brisie	118
105	Et Boors li vet a cheval par desus le cors	Et bohors li uait tout a cheual par desus le cors	119
106	tant que tot le debrise	Si que tout le debrise	120
107	Et lors est la damoisele	Et lors est la damoisele	121
108	si liee qu ele ne puet plus	si lie|que plus ne puet	122|123
109	et dist a Boort Sire nos n avons mes garde	Si dist a bohort sire nous nauons hui mes garde	124
110	kar je ne cuit qu il eust plus de chevaliers çaiens	Car iou quit quil ni a plus de cheualiers laiens	125
111	que cestui;	que cestui	126
112	si vos dirai ore seurement ce	Si vous dirai ce	127
113	que vos me demandastes n a encor gaires	que vous me denmandastes|ore le me dites	128|129
114	— Dites fet il	dont fait bohors	130
115		Par foy sire fait elle entre moi et	131
116	et I	i	132
117	chevalier	cheualier	133
118	qui mes amis estoit chevalchions hui matin par mi cest chastel	qui mes amis estoit cheualchiemes parmi chest chastel	134
119	et quant li freres a celui	Et quant li freres a celui	135
120	que vos avés abatu me vit	qui vous aues abatu me uit	136
121	si me volt a force prendre	si me volt auoir|et prendre par force	137|138
122	kar il m avoit molt longuement amee;	quar il mauoit lonc tamps amee	139
123	si me prist al frain	Si me prist au frain	140
124	et m en volt mener a force mes mes amis se combati a lui tant qu il l ocist	et men volt mener a force|Mais mes anis se combati a lui tant quil locist	141|142
125	Et quant cist	Et quant chils cheualiers	143
126	que vos veez ci ore vit son frere mort	que vous uees chi vit son frere mort	144
127	si fist mon ami prendre a force de vilains	si fist mon ami prendre par force de vilains	145
128	et de gens	et locist	146
129	et l ocist en venjance de son frere	por uengance de son frere quil auoit ochis	147
130|131	Mais de moi|por cui Ses freres avoit esté ocis dist il qu il se vengeroit sans main metre;	Et dist quil se vengeroit de moi sans main metre	148
132	si me fist prendre a ces ribaus	et me fist tantost prendre a ches|iiij	149|150
		ribaus	151
133	que vos veistes	que vous ueistes ore	152
134	et lor commanda qu il me noiaissent	et lor commanda quil me noiassent	153
135	kar par armes dist il ne vueil je mie qu ele muire ;	Car par armes dist il ne voeil iou mie|que elle muire	154|155
136|137	si m'enmenoient|si com vos veistes morir	Si me menoient ensi com vous ueistes	156
		por noier	157
138	quant vos me venistes secorre par la volenté de Dieu	quant vous me uenistes rescorre par la volente de dieu	158
139	et par la vostre	et la vostre	159
140		vous ai conte mon errement	160
141	si voldroie des Ore mes se vostre plaisirs estoit	si volroie se vostre volentes y estoit	161
142	que vos me menissois a salveté en un mien chastel	que vous me metissies a sauuete|En vn mien castel	162|163
143	qui est ci pres	qui est pres de chi	164
144	— Volentiers fet il	volentiers fait il	165
145	Si le prent par les bras	et il le prent maintenant par les bras	166
