0	— Naie par foi fist Joseph ains sui crestiens	Nenny par ma fop fait il ains suis chrestien	0
1|2	et croj el Pere|et el Fiz	et croys le pere le filz	1
3	et el Saint Esperit; n a fors un Dieu	et le saint esperit	2
4	et cil est	qui nest	3
5	si poissans qu il puet fere les mors a resusciter	que ung seul dieu Celui peut toutes choses faire uenir:	4
6|7	et de cels|qui ont esté malvés	et nul ne est	5
8|9	et desloials puet il fere buens|et droituriers ne nus n est tant pecheor se il s acorde a lui qu il ne le face venir al desus de tos ses I anuis	si pecheur sil se accorde a lui quil ne face uenir au dessus de ses ennemis ne a la puissance de lui ne se peut nul prendre	6
10	Et il a bien mostré voiant vos tos qu il est Diex		
11	et puissans sor tos autres ne a la		
12	puis sance de lui ne se puet nus pooirs prendre		
13	et ce poés vos bien veoir par ces ymages		
14	que vos clamiez diex		
15	et en cui vos creez qu il a		
16	si acraventés		
17	et afondrés qu il sont tuit ars		
18	— Certes fet Mategrant je voi bien qu il est assés plus puissans	Certes dit mathagrans ie uoy bien quil est plus puissant	7
19	que je ne cuidoie	que ie ne cuidoie	8
20	et se il raisoit	et sil faisoit	9
21	tant que mes freres fust resuscités	tant que mon frere fut resuscite	10
22	si qu il parlast a moi jamés ne croiroie en autre dieu se en lui non	et quil parlast a moy iamais ne croiroie en autre dieu|que en lui	11|12
23	Quant Joseph or ce	QUant ioseph ouist ce	13
24|25	que Mategrant disoit|si s agenoille a terre	que matagrans disoit il se agenoulla incontinent	14
26	et dist Diex	et dist	15
		Sire dieu	16
27	qui estoras le monde	qui creas le monde	17
28	qui feis la lune	et fiz la lune	18
29|30	et le soleil|et les	et le soleil	19
31|32	III|elemens	et feiz les quatre elemens	20
33	qui deignas nestre de la Virge pucele	et uouluz naistre de la uierge marie:	21
34	qui fus pendus en la sainte Crois	et qui fuz pendu en la croix:	22
35	et te laissas escopir	et te laissas batre	23
36	et batre	et ferir	24
37|38	et ferir as felons Juis|et volsis goster de la mort	et lier a la tache pour ton peuple rachater des peines denfer	25
39	por ton pueple raiembre des paines d enfer sire ensi vraiement com tu resuscitas de mort ensi faces i tu miracle de cest mort apertement voiant tos cels	Si uraiement comment tu resuscitas de mort au tiers iour ainsi faces tu miracle de se mort uoirement|et appertement uoyans tous tous ceulx	26|27
40	qui ci sont	qui cy sent	28
		Lors se drece loseph	29
41	et aprés ce ne demora gueres	aprez ne demoura gaires	30
42	que li mors se leva de terre sains	que le mort se leua de terre	31
43	et haitiés		
44	et cort cele part ou il voit Joseph;		
45	si li baisse les piés		
46	et dist		
47	si que tuit l entendent Veez ci le saint homme		
48	qui despendi le fiz Dieu de la vraie crois		
49	et Dieus l a envoié entre nos		
50	por ce		
51	que vos soiés baptisié lkar autrement ne poés vos eschaper de la pardurable mort d enfer		
52	Quant Joseph vit le mort resuscité	Quant ioseph uist le mort resuscite	32
53	si plora de pitié	si ploura de ben cuer	33
54	et mercia Dieu de buen cuer;	et mercia dieu doulcement	34
55	si dist a cels	et dist a tous ceulx	35
56	qui entor li estoient Seignor or poés vos bien dire	qui deuant lui estoient|Seigneurs or pouez uous bien dire	36|37
57	que cil de cui je vos al parlé est Diex		
58	et puissans sor tos autres		
59	— Certes fet Mategrant c est voir ne jamés ne creirai en autre Dieu		
60	que en lui	que celui	38
61	kar je sai bien des qu il a Argon mon frere resuscité qu il est Diex sans per	que ie uous dis est dieu puissant sur tous les autres	39
62	et distrent a haute vois Sire nos nos metons del tot en vostre conseil; se nos avons par mescreance foloié ça en arieres nos somes prest de lamendier a vostre los ne jamés ne ferom rien	A ce mot se laisserent tous cheoir aux piez de ioseph en disant a haulte uoix|Sire nous sommes a uous du tout se nous auens par mescreance follie faicte nous sommes tout prestz de lamender	40|41
63	qui encontre vostre volenté soit		
64|65	Enseigniés nos|quel loi nos devom tenir	Enseignes nous quelle loy nous deuons tenir	42
66	et en		
67	quel maniere		
68	et nos la tendrom		
69	Ensi furent cil del chastel converti	Ainsi furent ceulx du chasteau cenuertiz	43
70	et baptisié		
71	Et quant li seneschals	Quant le seneschal	44
72	qui avoit feru Joseph par mi la cuisse vir	qui lauoit feru parmi la cuisse uist	45
73	que tuit se crestienoient	que tous receuoient baptesme	46
74	si reconuit oiant tot le pueple comment il avoit feru Joseph	si recongneut oyans tous qu il auoit feru ioseph	47
75	et comment l espee estoir brisiee	et comment lespee estoit brisee	48
76	et je cuit fet il	et ie cuide fait il	49
77	que vos en troverois l autre moitié en sa cuisse	que uous trouuerez lautre moitie en sa cuisse	50
		Lors y fist matagrans regarder	51
78	si troverent l espee;	si trouua lespee	52
79	et quant virent ce	Quant ilz uirent ce	53
80	si en furent molt esmaié;	si en furent moult esmaiez	54
81	si dist MategrantSire comment portois vos garir	et lors dist matagrans Sire comment pourrez uous garir	55
82|83	? — Bien se Dieu plest fist Joseph|mais vos serois avant sanés de la plaie de vostre chief	Bien dit il	56
84|85	Lors fist aporter le remanant de l espee ou le pont|et le heut estoit	Lors fist apporter le demourant de lespee ou la pongniee estoit	57
86	si fist le seigne de la crois sor la plaie Mategrant	si fist le signe de la uraie croix sur la playe:	58
87	et ele fu tantost garie	et elle fut tantost garie	59
88	Puis traist hors de sa char la piece de l'espee	ap̃s trait hors de sa cuisse lespee	60
89	qui dedens estoit; mes trop se merveillierent tuit cil	mais trop se merueillerent tous ceulx	61
90	qui la virent	qui le uirent	62
91|92	kar au retraire n issi de la plaie gote de sanc|et l espee estoit	car au traire ne uirent oncques issir goutte de sang	63
93	si clere		
94	et si blanche qu il sambloit c onques ne fust en char entree De ce se merveilla tos li pueples		
95|96	et quant Josepf fint les ll|moitiés del brant	Quant ioseph uist ces deux pieces de lespee	64
97	si dist Ha espee jamés ne seras soldee devant	si dit|haa espee iamais ne serez ressoudee deuant	65|66
98	que cil te tendra a ses mains	que celui la tendra en ses mains	67
99	qui les hautes aventures del Graal devra asso mer;	qui les haultes auantures du saint graal mettra a fin	68
100|101	mais si tost com il te tendra|si rejoindras a force	mais si tost comme il la tendra reioindront les deux pieces ensemble	69
102	Et cele partie		
103	qui en ma char entra ne sera jamés veue nule fois		
104|105	que sanc n en isse|tant que cil	Adonc furent baptizes	70
106	qui la soudera la tiegne		
107	Ensi jura loseph de l espee		
108	et lors furent par le chastel crestienez	et chrestiennez les sarrazins du chasteau	71
109|110	Si vesqui|puis Argon VIll	Si demoura ioseph a la uille grant piece	72
111	ans;		
112	et quant loseph se parti del chastel		
113|114	si refindrent laiens l espee|et la garderent a grant chierté	Et quant il sen partist ilz retindrent lespee a grant chierte	73
115	tant que je la conquis oan a molt grant paine	tant que ie la conquis ouan a moult grant peine	74
116	Et bien sachiés		
117	que je i oi molt grant travail ains		
118	que l euisse par devers moi;		
119	et puis	Et puis	75
120	que je l oi vos di je bien qu ele ne fu traite del fuere iors orendroit:		
121	si la port aventure trover celui		
122	qui la rejoinsist		
123	et mesmement de yos avoie je grant espoir		
124	que vos la rejoin¬ sissiés		
125	kar il n est encore de nul chevalier		
126	si grant parole come de vos;		
127	et quant vos i avés failli je ne sal		
128|129	qui í puisse recovrer|Or avés oi	que lay conquise uous dis ie bien	76
130|131	por quoi ele saine t|por quoi je port ll	que elle ne fut traicte dehors Or auez ouy pour quoy elle saigne	77
132	espees		
133|134	Et savés vos|por quoi je m agenoillai devant li	et sauez uous pour quoy ie laporte: pource	78
135|136	? le m i agenoillai|por ce	que ie scay bien	79
137|138	que ¡e sai bien qu'ele est sainte|kar par	que elle est saincte	80
139	si seront achevees es aventures del saint Oraal		
140	et maint miracle en ai e veu		
141	puis que je la portai premierement		
142	Et por quoi fet Hestor le baisastes vos	Et pour quoy fait hector la baisastes uous	81
143|144	? —|Por ce fet il	Pour ce fait il	82
145	que le jor	que le iour	83
146	que je le baise ne recevrai je mortel plaie;	que ie la baiseray ie ne receuray mortelle plaie	84
147	et quant je dis ore a mon seignor Gauvain qu il m avoit de mort rescos ne me menbroit il pas de l espee		
148	— Or me dites fet mesire Gauvain comment vos avés non	Or me dictes fait messire gauuain comment uous auez nen	85
149|150	— Certes fet cil j ai non Eliezer|si sui fiz al Riche Roi Pescheor	Certes dit il iay nom helye le filz du roy	86
151|152	qui tient le saint Graal en sa maison|—	qui tient le saint graal en sa maison	87
153|154	Et qu aliés vos querant|? fet mesire Gauvain	Et que querez uous dist messire gau	88
155|156	— Certes iet cil je vos aloie querant|por ceste espee Ejoindre har je cuidoie bien	Ie uous quier dit il pour reioindre ceste espee	89
157	que vos n'i fausissiés pas;		
158|159	et puis|que vos i avés failli je cuit bien	Ie uous diray foit messire gau	90
160	que chevaliers n i aviegne mes a piece		
161	que vos lerois	que uous ferez	91
162|163	ll est voirs|que nos somes meu en la queste del nellor chevalier del monde	Nous sommes esmeuz en la queste du meilleur cheualier du mende	92
164	dont nos ne savons rien yil est mors ou vis		
165	et por ce vos loeroie je en droit conseil	si uous loeroie en droit conseil	93
166	que vos venissiés avec nos	que uus uenissez auecques nous	94
167	tant que nos l euissons trové ou loing ou pres se trovez puet estre	tant que nous leussens trouue se trouuer le pouons	95
168	Et ¡t sai bien qu'il achevera ceste aventure se mortels proesce í puet avoir mestier	et ie scay bien|que celui acheuera la besongne se mortelle proesse y pouoit auoir mestier	96|97
169|170	— Ki est cil fet li chevaliers|que vos dites	Qui est celui dit helie	98
171	qui tant est de haute proesce	qui est de|si haulte prouesse	99|100
172	? — Cest fet il mesire Lancelos del Lac	fait monsigneur gauuain cest lancelot du lac	101
173	kar Fres al pas le crgé ams men iel la	par ma foy fait celluy en uostre queste ne me mettray ie point|car ie nen ay mie le cengie	102|103
174	dont je nui; mes se vos le trovés nul lieu	mes se uous le trouues en nul lieu	104
175	si li poés dire	si luy dictes	105
176	que s il velt ceste espee veoir	que ce il ueult ceste espee reioindre	106
177	si viegne tot droit chiés le Riche Roi Pescheor lkar iluec porra il l espee trover	si uienne chiex le toy pescheur|car illeuc la pourra trouuer	107|108
		et ueoir	109
178	Et lors les commande a Dieu	Et lors le commanda a dieu	110
179	si s en vet entre lui	Si sen ua luy	111
180	et la pucele	et la damoyselle	112
		que mensigneur gau	113
181	et l escuier	amena la	114
		et sen uont chiex le riche roy pescheur	115
182	et mesire Gauvain se depart de ses compaignons	et mensigneur gau|sen part de ses compaignons	116|117
183	si aquelt son chemin tos sols	et prent chascun son chemin	118
184	et chescuns des autres fet autretel		
185	Mes ore se taist li contes d els tos	Mes ores se taist le compte de eulx	119
186	et parole d Agloval premierement Or dist li contes que	et parle de agloual premierement	120
187|188	quant Agloval fu partis de ses compaignons qu il erra tot le jor entier sans aventure trover|qui face a amentevoir	Comme agloual cenquist griffon du maupas	121
189	Et la nuit iut en la maison a un hermite molt preudome	et deliura keu se senechal de prison	122
190|191	qui son pooir fist la nuit de lui aaisier a|L endemain se leva matin	C	123
192|193	et erra totes voies|et ensi cercha la forest	u	124
194|195	et de Ionc|et de lé	LE compte dist	125
196|197	tant que ce vint al cinquime jor qu il vint un poì devant vespres en I|estroit sentier	que quant agloual se fust parti de ses compaignens quil erra tout le iour sans aduanture trouuer	126
198	Et lors encontra I	qui a compter fache	127
199	chevalier acorant sor	il alla cheulx ung hermite	128
200	I	et se herbega leans|et lendemain se leua matin	129|130
201	cheval	et erra parmy une forest tant quil uint au quint iour en ung sentier estroit	131
202|203	et fu armés de totes armes mes ses escus estoit detrenchiés amont|et aval	et lors encentra ung cheualier sur ung grant destrier arme de toutes armes son escu estoit amont	132
204|205	et ses haubers ros|et desmailliés	et aual tout deperchie	133
206	et ses hialmes depeciés		
207|208	et escartelés ;|et li sans li degote de la teste	et le sang luy degouctoit de la teste	134
209	et des bras		
210	si que li haubers en estoit tos vermels e		
211	Et quant il vit Agloval	Et il uit agloual	135
212	si vint vers lui al plus tost qu'il pout	si uint uers luy|et luy dist	136|137
213	et a li dist Ha gentils chevaliers aies merci de moi ne me laisse ocirre devant toi ! — Sire fet Agloval je ne voi encore nul	haa gentil cheualier pour dieu aies mercy de moy|et ne me lessies occhire deuant uous Sire fait agloual ie ne uois homme	138|139
214	qui mal vos weille fere	qui mal uous uueille faire	140
215	— Bials sire fet cil vos le verrois par tens lar aprés moi vient ne sai quels chevaliers	Biau sire fait celluy uous le uerres par temps|car apres moy uient ung cheualier	141|142
216|217	qui me velt ocirre|et por noient	qui me ueult occhire pour neant	143
218	et si m'a il ja navré com vos poés veoir		
219	— Or ne vos esmaiés ret Agloval mes laissiés le venir tot seurement		
220	si l atendés	et si me a il ia	144
221|222	et je vos creant loialment|que vos n i avrois ja mal sans moi	si naure comment uous poues uoir or ne uous esmayes fait agloual mes lessies le moy uenir tout seurement	145
223	; A ces paroles se regardent	A ces parolles|si regardent eux	146|147
224|225	et voient I|chevalier venir	ii	148
226|227	si grant aleure com li chevals le puet aporter b|Sire fet li chevaliers a Agloval veés le ci	et uoient uenir ung cheualier lois dist le cheualier a agloual uees le cy	149
228	Et il point maintenant vers lui quanqu il puet del cheval traire ;	et agloual point maintenant a luy	150
229|230	et cil li torne la teste de son cheval|quant il voit	Et celluy luy tourne la teste de son cheual	151
231	que cil li vient a l encontre e;		
232	si s entreñerent	si sentrefierent	152
233	si durement	si durement	153
234	que li escu n ont duree qu il ne soient percié as fers des lances a	que les escus ne ont duree	154
235	Li chevaliers brise sa lance a l encontrer	le cheualier brise sa lance	155
236	et Agloval le fiert	et agloual le fiert	156
237	si durement qu il porte lui	si durement quil fait uoller luy	157
238	et le cheval a terre	et le cheual par terre	158
239	Mes cil	mes celuy	159
240	qui molt estoit pros se relieve erraument	qui estoit preux se releua erraument	160
241	et trait l espee	et traict son espee	161
242	et gete l escu sor sa teste		
243	si fet grant samblant de soi deffendre	et fait lemblant de soy deffendre	162
244	Et Agloval li cort sus tot ensi com il estoit armés	et agloual luy court sus tout a cheual	163
245	si a le fiert	si le fiert du piz du cheual	164
246	si del pis del cheval qu il le refet voler a terre	si qu il le reffist uoller a terre	165
247|248	Et lors descent jus lkar plus ne le velt requerre a cheval|por ce qu il estoit a pié;	et lors deschendist ius du cheual	166
249	si atache son cheval a un arbre		
250	puis trait l espee	et traist lespee	167
251	et cort sus al chevalier; mes il le trueve	et si luy court sus|mes il le treuue	168|169
252|253	si atorné|que cil n a pooir de soi relever de la ou il gist	si estonne quil ne a pouoir de soy releuer	170
254	et il li esrache le hialme de la teste	il luy errache le heaulme de la teste	171
255	et li abat la ventaille	et luy abbat la uentaille	172
256|257	et dist qu il li coupera le chief s il ne se tient|por outré	et dist qu il luy couppera la tese se il ne se tient pour oultre	173
258	Et cil oevre les iex	et celluy oeuure les yeux	174
259	qui assés estoit a mal aise e;		
