0	avoir trové	auoir troue fait elle	0
1	Si li conte tote s aventure issi com vos avés oi dire ça arrieres	si li conte toute sauenture|si com li contes la retrait cha en arriere	1|2
2|3	tant qu il conoist bien|que c est il qu ele quiert a	Tant que il connoist bien quele le quiert	3
4	Mais por le coros de la mort al seneschal ne se volt fere conoistre ains li respont Certes damoisele chevalier	Mais pour le courous quil a del senescal|ne se volt il faire aconnoistre	4|5
		Ains li respont	6
		Certes damoisele le cheualier	7
5	qui porte escu blanc ne conois je nul	qui porte blanches armes ne connois iou mie	8
6	— En non Dieu sire fet ele ce poise moi chierement	Enon dieu sire fait elle che poise moi moult durement	9
7	Et il n en tient plus a li parole ains part		
8	si tost com il l ot commandee a Dieu a	ors le commande a dieu|& puis sen part de li	10|11
9	et chevalche en tel maniere jusqu a tierce tant qu il vint a l issue de la forest;	& cheuauche en tel maniere iusques a tierce|Tant que il vint a lissue de la forest	12|13
10	et il torne a destre vers un chemin viés	et torne a destre en vn petit chemin viez	14
11	et ancien;		
12	si ne demora gueres qu il vint a une eve P lee	Si ne demora gaires quil vint en vne moult grant ualee ou il couroit vne aigue grant|et roide	15|16
13	et parfonde	et parfunde	17
14	mais il n i trueve pont ne gué ne passage nul	mais il ni troeue ne pont ne passage	18
15	Et il regarde d autre part de l eve	Et il regarde de lautre part de laigue	19
16	si voit I	si y uoit|j	20|21
17	petit chastel molt bien seant clos de mur bateillié tot entor a la roonde	castel moult bien seant|clos de mur bateillie tout entor a la reonde	22|23
18	ll regarde grant piece le chastel	Il regarde le chastel grant piece	24
19	dont la façons li plest molt a regarder	dont la fachons li plaisoit moult a regarder	25
20|21	puis s en torne contreval la riviere|por savoir s il i peust trover ne pont ne gué	puis sen torne contremont la riuiere pour sauoir se il troueroit ne pont ne gue	26
22	mais il n en trueve point	mais il ni trueue nul passage	27
23	et quant il voit qu il n i passera	Et quant il voit chou	28
24	si ne set	si ne set	29
25	que fere	que faire	30
26	que retorner ne voldroit il mie	quar retorner ne volroit il en nulle maniere	31
27	qui ert tote nue en sa chemise	Lors uoit issir del castel vne damoisele toute nue en sa chemise	32
28	si le menoient troi vilain molt vilainement a	si le menoient|iiij	33|34
		ribaut moult felenessement	35
29	et tenoit chescuns une hache en sa main;	et tenoit Cascuns en sa main|i	36|37
		coutel trenchant	38
30	et ele crioit quanque ele pooit crier	Et elle crioit quamque elle pooit	39
31	por els	por chiaus	40
32	qui li faisoient tel honte	qui li faisoient tel laidure	41
33	et tel laidure qu il la venoient batant tot contreval la riviere	quar il lenmenoient tot contreual la riuiere batant	42
34	Et quant la damoisele vit le chevalier de l autre part de ! l eve	Et quant elle vit le cheualier de lautre part de laigue	43
35	si commence a crier Ha gentilz chevaliers secorés ceste damoisele	si li commenche a crier|Ha : gentils homs	44|45
		quar secoures ceste damoisele	46
36	que cist ribaut vuelent ocirre	que cist ribaut voelent ochirre	47
37	Ha frans hom ne m i laissiés morir se vos onques eustes pitié de nule gentil damoisele	Pour dieu ne mi laissies ore mie morir|se vous eustes onques pitie de nulle damoisele ne de nulle gentil dame	48|49
38	Quant Boors ot ce qu ele li prie	Quant bohors oy|que la damoisele li prioit	50|51
39	si pitousement qu'il la secore	si piteusement de li secorre	52
40	si ne set	si One sot	53
41	que fere	que faire	54
42	kar volentiers li aidast s il peust;	quar volentiers li alast aidier sil peust estre	55
43	mais il voit l eve noire	mais il voit laigue parfonde	56
44	et parfonde	& perillouse	57
		et noire	58
45	et si perilluse qu il cuide bien noier s il se met dedens;	si quide bien morir se il|si met	59|60
46	et d'autre part il voit cele	Et dautre part voit il cels	61
47	qui si durement crie merci;	qui si piteusement li crie merci	62
48	si l'em prent tels pitiés qu il en laisse totes poors	si len prent tele pitsiles quil en laisse toute paour	63
49	et fet le signe de la crois en mi son vis	et met le signe de la vraie crois en mi son front	64
		& en mi son pis	65
50	puis enbrace l escu	puis enbrace son escu	66
51	et broche le cheval des esperons	et fiert le cheual des esperons	67
52	et se fiert en l eve	et se lance en laigue	68
53|54	Et li chevals fu fors|si commence a noer	Et li cheuaus commence a noier:	69
55	si tost com il ot terre perdue	si tost quil a terre perdue	70
56|57	si l enporte d autre part de la rive a quelque paine|mais ançois ot beu de l eve li uns	si lenporte de lautre part a grant paine mes aincois ot beu de laigue li vns	71
58	et li autre	& li autres	72
59	et se li chevals ne fust	Et se li cheuaus ne fust	73
60|61	si buens noié fuissent ambedui|kar li chevaliers estoit pesans	si boins noie fussent ambedui Car li cheualiers estoit pesans pour lez armes quil auoit uestues	74
62	por les armes qu il avoit vestues	si en fu moult en peril|uant bohors ot passe laigue pour la damfolisele secorre ainsi	75|76
63	Quant il fu de l autre part de l eve	que vous poes oir	77
64	si ne descendi pas ains cort vers cels	si ne descendi mie ains cort sus a chiaus	78
65	qui la damoisele tenoient	qui la damoisele tenoient	79
66	et fiert		
67	si le premier qu il aconsieut qu il li met le glaive par mi le cors	si fiert le premier quil encontre|si durement quil li met le glaiue parmi le cors	80|81
68	si l abat a terre	si labat a la terre	82
69|70	et li autre s enfuient erraument|por ce	Et li autre senfuient pour chou	83
71	que desarmé estoient	que desarme estoient	84
72	Et la damoisele	Et la damoisele	85
73	qui delivree se voit se met a genols devant Boort	qui deliure se uoit|se met maintenant a genouls deuant bohort	86|87
74	et dist Ha gentils chevaliers de Dieu soiés vos beneois	et dist|ha: gentiex cheualiers de dies oess vous beneois	88|89
75	quant vos m avés de mort rescosse	quar vous maues de mort rescousse	90
76	et aorés en soit Diex	Et aoures en soit diex	91
77	quant il ceste part vos amena	quant il ceste part vous amena	92
78	kar cist gloton m euissent ja morte	Car cist glouton meussent morte se vous ne fuissies	93
79	— Damoisele fet il		
80|81	por quoi|? — Sire fet ele jel vos dirai bien	Damoisele ce dist bohors pourcoi vous voloient il mal faire Sire fait elle iou le vous dirai bien	94
82|83	mais que vos m aiés mise a sauveté|— Coment	mais que vous maies mise a sauuete Comment fait il aues vous encore paour	95
84|85	? fet il|Avés vos	Sire fait elle ia asseuree ne serai	96
86|87	dont garde|? — Certes fet ele ja asseur ne seraî fant com je sache laiens le seignor del chastel	tant que iou y sache le seignor del chastel :	97
88	kar c est li plus fel chevaliers del monde	quar cest li plus fel cheualiers del monde	98
89	et li plus traîtres	et li plus desloiaus	99
90	A ces paroles voient issir I	j	100
91	chevalier del chastel	cheualier issir du castel	101
92	et la ou il vit Boort	Et la ou il voit bohors	102
93	si li escrie Laissiés dans chevaliers la damoisele	si li escrie dans cheualiers laissies ester la damoisele	103
94	que vos n enmenrois mie! Par mon chief mar le rescosistes	quar vous ne lenmenrois pas|et par mon chief mar le rescousistes	104|105
95	Si li cort quanqu il puet le glaive alongié;	quar vous le comperres se iou|puis moult chier	106|107
		Et quant bohors lentent	108
96|97	et Boors retrait son glaîve a lui del cors a celui qu il avoit ocis;|si laisse le cheval corre	si point vers lui quanque il pot del cheual traire le glaiue alongie quil auoit trait del cors a celui quil auoit ochis	109
98	et le fiert	Si fiert celui	110
99	si tres durement qu il l abat a terre	si durement quil labat a terre	111
100	si estordi qu il n a pooir de relever ains gist pasmés	si estordi quil not pooir de lui releuer|Ains iut illueques tous pasmes	112|113
101	kar il chai	quar il cai	114
102	si felenessement qu a poi	si felenessement|que a poi	115|116
103	que la canole del col n'avoit brisee	que la canoele del col ne li est brisie	117
104	Et Boors li vet a cheval par desus le cors	Et bohors li uait tout a cheual par desus le cors	118
105	tant que tot le debrise	Si que tout le debrise	119
106	Et lors est la damoisele	Et lors est la damoisele	120
107	si liee qu ele ne puet plus	si lie|que plus ne puet	121|122
108	et dist a Boort Sire nos n avons mes garde	Si dist a bohort sire nous nauons hui mes garde	123
109	kar je ne cuit qu il eust plus de chevaliers çaiens	Car iou quit quil ni a plus de cheualiers laiens	124
110	que cestui;	que cestui	125
111	si vos dirai ore seurement ce	Si vous dirai ce	126
112	que vos me demandastes n a encor gaires	que vous me denmandastes|ore le me dites	127|128
113	— Dites fet il	dont fait bohors|Par foy sire fait elle entre moi et	129|130
114	et I	i	131
115	chevalier	cheualier	132
116	qui mes amis estoit chevalchions hui matin par mi cest chastel	qui mes amis estoit cheualchiemes parmi chest chastel	133
117	et quant li freres a celui	Et quant li freres a celui	134
118	que vos avés abatu me vit	qui vous aues abatu me uit	135
119	si me volt a force prendre	si me volt auoir|et prendre par force	136|137
120	kar il m avoit molt longuement amee;	quar il mauoit lonc tamps amee	138
121	si me prist al frain	Si me prist au frain	139
122	et m en volt mener a force mes mes amis se combati a lui tant qu il l ocist	et men volt mener a force|Mais mes anis se combati a lui tant quil locist	140|141
123	Et quant cist	Et quant chils cheualiers	142
124	que vos veez ci ore vit son frere mort	que vous uees chi vit son frere mort	143
125	si fist mon ami prendre a force de vilains	si fist mon ami prendre par force de vilains	144
126	et de gens	et locist	145
127	et l ocist en venjance de son frere	por uengance de son frere quil auoit ochis	146
128|129	Mais de moi|por cui Ses freres avoit esté ocis dist il qu il se vengeroit sans main metre;	Et dist quil se vengeroit de moi sans main metre	147
130	si me fist prendre a ces ribaus	et me fist tantost prendre a ches|iiij	148|149
		ribaus	150
131	que vos veistes	que vous ueistes ore	151
132	et lor commanda qu il me noiaissent	et lor commanda quil me noiassent	152
133	kar par armes dist il ne vueil je mie qu ele muire ;	Car par armes dist il ne voeil iou mie|que elle muire	153|154
134|135	si m'enmenoient|si com vos veistes morir	Si me menoient ensi com vous ueistes	155
		por noier	156
136	quant vos me venistes secorre par la volenté de Dieu	quant vous me uenistes rescorre par la volente de dieu	157
137	et par la vostre	et la vostre	158
		vous ai conte mon errement	159
138	si voldroie des Ore mes se vostre plaisirs estoit	si volroie se vostre volentes y estoit	160
139	que vos me menissois a salveté en un mien chastel	que vous me metissies a sauuete|En vn mien castel	161|162
140	qui est ci pres	qui est pres de chi	163
141	— Volentiers fet il	volentiers fait il	164
142	Si le prent par les bras	et il le prent maintenant par les bras	165
143	et le monte par devant lui sor le col de son cheval	et le met sor le col de son cheual	166
