0|1	Ostenso, |quod nec in potentiis naturalibus, 	Stenso q nͦ in potencus naturalibus n᷑ insensibus habent cem uirtutes. 	0
2|3	nec in sensibus habent esse virtutes: |restat ostendere, 	restat ostendere quo distinguntur uirtutes. 	1
4	quomodo distinguuntur virtutes, 	et quomodo in intlłu 	2
5	et quomodo in appetitu et intellectu existunt. Distinguendum est igitur de virtutibus, 	et appetitu existunt. |Distinguendum est ergo der uirtutibus 	3|4
6	et de huiusmodi potentiis: 	et de huius potencus. 	5
7	nam virtutum quaedam sunt intellectuales, 	Nam uirtutun quedam sunt intllectuales. 	6
8	quaedam morales, 	quedam mo̾ales. 	7
9	quaedam mediae inter intellectuales et morales. Virtutes intellectuales dicuntur illae quae sunt in intellectu speculatiuo, 	quedam medie intllectuales |et morales. uirtuteᷤᷤintllectuales diustur ille que sunt in intlłu speclaratiuo. 	8|9
10	cuiusmodi sunt scientiae speculatiuae, 	cuius sciue sunt speclaratiue. 	10
11|12	ut naturalis Philosophia, |Geometria, Metaphysica, 	ut naturalem. phocia. geometͥͥa. methͣ. 	11
13	et caetera talia. 	et cetera talia. 	12
14	Virtutes vero simpliciter morales sunt illae, 		
15|16	quae sunt in appetitu, |siue appetitus ille sit sensitiuus, 	uirtutes uero sunpͣ moraleᷤ sunt ille que sunt in appetitu. 	13
17	siue intellectiuus, 		
18|19	cuiusmodi sunt Iustitia, |Temperantia, Fortitudo, 	siun appetitusille sit sensitium. siue intłlectium. cium ant sunt iustiua. teperantia. fortitudo. mansuetudo. 	14
20	Mansuetudo, 		
21|22	et caetera talia, |de quibus sumus singulariter tractaturi. Virtutes autem mediae inter intellectuales et morales, 	et c̃ talia der qbus sumussingliter tͣctaturi. uirtutes a medie inter intllectuales 	15
23	sunt virtutes existentes in intellectu practico, 	et morales sunt uirtutes existentes in intlłupͣtico. 	16
24|25	ut Prudentia, |et aliae virtutes sibi annexae. Prudentia autem, 	ut prudencia et alie uirtutes s̾ anexe. 	17
26	secundum Commentatorem super libris Ethicorum, 	prudencia autem s comentatorem. sr̾ libus ethoc media est 	18
27	media est inter virtutes morales, 	inter u̾tutes morales 	19
28	et intellectuales; computari tamen potest cum virtutibus moralibus: 	et intllectuales. computas tnon potest |cum u̾tutibus moralibus. 	20|21
29	nam Prudentia non est nisi in hominibus bonis, 	Nam prudentia non in est ner homnibus boins. 	22
